iter	RMSE
349	0.7078101018
350	0.7077631667
351	0.7076650132
352	0.7075850526
353	0.7075323434
354	0.7074793383
355	0.7074502995
356	0.7074139867
357	0.7073269488
358	0.7072241743
359	0.7071606201
360	0.7071305943
361	0.7070783401
362	0.7069653216
363	0.7068880579
364	0.7068482778
365	0.7067500495
366	0.7066696222
367	0.7066214539
368	0.7065942051
369	0.7065663732
370	0.7064416956
371	0.7064097122
372	0.7063322928
373	0.7062643942
374	0.7061857759
375	0.7061331087
376	0.7060880092
377	0.7060387231
378	0.7059559378
379	0.7058573568
380	0.7057658177
381	0.7056992355
382	0.7056302246
383	0.7055794899
384	0.7055127197
385	0.7054506438
386	0.7053755355
387	0.7052713456
388	0.7051884426
389	0.7051182308
390	0.7050560843
391	0.7050075806
392	0.7049653186
393	0.7049175456
394	0.7048555543
395	0.7047953845
396	0.7047205426
397	0.7046273299
398	0.7045830332
399	0.7045195238
400	0.7044419542
401	0.7043935653
402	0.704324517
403	0.7042359481
404	0.7041376457
405	0.7040684505
406	0.7039597055
407	0.7038944619
408	0.7038202292
409	0.7037860132
410	0.7037039496
411	0.7036506116
412	0.7035853996
413	0.70352227
414	0.7034759745
415	0.7034020357
416	0.7033424912
417	0.7032739352
418	0.703185531
419	0.7031367587
420	0.7030416451
421	0.7029886297
422	0.7029282542
423	0.7028794504
424	0.7028175769
425	0.7027543731
426	0.702718202
427	0.7026627454
428	0.7025700027
429	0.7025138317
430	0.7024630522
431	0.7024009341
432	0.7023565152
433	0.7022860882
434	0.7022427039
435	0.702118666
436	0.7020483019
437	0.7020118133
438	0.7018924519
439	0.7018264235
440	0.7017411576
441	0.7016938294
442	0.7016522552
443	0.7015851583
444	0.7015209405
445	0.7014425663
446	0.7013819943
447	0.7013204818
448	0.7012668457
449	0.7011697359
450	0.7011123329
451	0.7010525781
452	0.70098517
453	0.7009285725
454	0.7008704469
455	0.7008173127
456	0.7007500567
457	0.7006928043
458	0.700651061
459	0.7005837747
460	0.7005338851
461	0.7004607646
462	0.7003886843
463	0.7003452927
464	0.7002770046
465	0.7002129216
466	0.7001683942
467	0.7000664182
468	0.6999925011
469	0.6999561641
470	0.6999034381
471	0.699862634
472	0.6998135463
473	0.6997539266
474	0.6996868733
475	0.6996275159
476	0.6995783592
477	0.6995371497
478	0.6994484745
479	0.69940647
480	0.6993432396
481	0.6992504926
482	0.6991891857
483	0.6991433005
484	0.6991047611
485	0.6990600197
486	0.6990152809
487	0.6989640595
488	0.6988867606
489	0.6988472391
490	0.6987557608
491	0.6986898776
492	0.698641362
493	0.6985771968
494	0.6984543617
495	0.6984131443
496	0.698355483
497	0.6983021078
498	0.6982489336
499	0.6982109275
500	0.6981655259
501	0.6981287382
502	0.6980664979
503	0.6980180473
504	0.6979770918
505	0.6979185567
506	0.6978690613
507	0.6978118709
508	0.6977617008
509	0.6977021256
510	0.6976577859
511	0.6976248915
512	0.6975762856
513	0.6975136888
514	0.6974581615
515	0.6974067688
516	0.6973489965
517	0.697290092
518	0.6972067564
519	0.6971615693
520	0.6971088437
521	0.6970591097
522	0.6969705804
523	0.696927597
524	0.696895535
525	0.6968087463
526	0.6967585768
527	0.6967134668
528	0.6966546053
529	0.6966067473
530	0.6965587119
531	0.6964971194
532	0.6964448304
533	0.6964185065
534	0.6963859614
535	0.6963430564
536	0.6962651138
537	0.6962100108
538	0.6961552412
539	0.6961011493
540	0.6960502213
541	0.6959575348
542	0.6958980447
543	0.6958561999
544	0.6958133192
545	0.6957544944
546	0.6957042801
547	0.6956639387
548	0.6955911631
549	0.6954926591
550	0.6954513978
551	0.6954126276
552	0.6953728497
553	0.6953466407
554	0.695274449
555	0.6952246151
556	0.6951470324
557	0.6950505906
558	0.6950144205
559	0.6949652464
560	0.6949218274
561	0.6948863455
562	0.6948377414
563	0.6948053136
564	0.6947530999
565	0.6946956985
566	0.6946632656
567	0.6945632578
568	0.6945193908
569	0.6944608849
570	0.6944267207
571	0.6943943311
572	0.6943325083
573	0.6943044258
574	0.694198835
575	0.6941180969
576	0.694068332
577	0.6940397843
578	0.6940091149
579	0.6939696442
580	0.693924243
581	0.693887991
582	0.6938297766
583	0.6937955019
584	0.6937365941
585	0.6936606696
586	0.6936185411
587	0.6935773009
588	0.6935319617
589	0.6934430574
590	0.6934031265
591	0.6933429526
592	0.6932746802
593	0.6932420701
594	0.6931927161
595	0.6931696277
596	0.6931383852
597	0.6931037012
598	0.6930664966
599	0.693014159
600	0.6929735538
601	0.6929100566
602	0.6928828511
603	0.6928645606
604	0.6928331192
605	0.6927644459
606	0.6927226119
607	0.69265809
608	0.692608677
609	0.692570059
610	0.6925300427
611	0.6924868251
612	0.6924340308
613	0.6923961659
614	0.692319919
615	0.6922733847
616	0.692241109
617	0.6921981491
618	0.6921631619
619	0.6920703585
620	0.6920406547
621	0.6919809459
622	0.6919044148
623	0.6918439344
624	0.6918122612
625	0.6917722693
626	0.6917476624
627	0.6917069578
628	0.6915938543
629	0.6915545236
630	0.6915009247
631	0.6914411064
632	0.6914006735
633	0.6913462037
634	0.691291302
635	0.6912450917
636	0.6912195283
637	0.6911812601
638	0.6911513011
639	0.6911277993
640	0.6910883444
641	0.6910537871
642	0.6910204307
643	0.6909502323
644	0.6909186557
645	0.6908575337
646	0.690793892
647	0.6907360474
648	0.6906903592
649	0.690658442
650	0.6905984777
651	0.6905365031
652	0.6905164837
653	0.6904637146
654	0.6903916213
655	0.6903390303
656	0.6903026749
657	0.690280723
658	0.6902151271
659	0.690185015
660	0.6901437843
661	0.6900828169
662	0.6900449497
663	0.6899398192
664	0.6898938993
665	0.6898619439
666	0.689832053
667	0.6897891901
668	0.6897669433
669	0.6897162436
670	0.6896750117
671	0.6896400497
672	0.6895969897
673	0.689560971
674	0.6895236118
675	0.6894918054
676	0.6894519974
677	0.689384989
678	0.689334129
679	0.6892734955
680	0.6892100343
681	0.6891628611
682	0.6891221733
683	0.6890727971
684	0.6890447136
685	0.6890132759
686	0.6889677868
687	0.6889275522
688	0.6888969911
689	0.6888385083
690	0.6887730603
691	0.6887460395
692	0.688715365
693	0.6886740963
694	0.6886465928
695	0.6885645461
696	0.6885061226
697	0.688451732
698	0.6884123052
699	0.6883873752
700	0.6883280817
701	0.6882991294
702	0.6882798678
703	0.688240026
704	0.6882006291
705	0.6881702257
706	0.6881154506
707	0.68807133
708	0.6880148108
709	0.6879364337
710	0.6878842105
711	0.6878583515
712	0.6877936004
713	0.6877358496
714	0.6876915694
715	0.6876213686
716	0.6875976095
717	0.687522644
718	0.6874675964
719	0.6874196969
720	0.6873804223
721	0.6873377855
722	0.6873017394
723	0.687262765
724	0.6872080359
725	0.6871548645
726	0.6871408723
727	0.6871001965
728	0.6870324322
729	0.687010712
730	0.6869787315
731	0.6869262371
732	0.6868543674
733	0.6868190359
734	0.6867966816
735	0.6867693751
736	0.6867098219
737	0.6866772995
738	0.6866241689
739	0.6866017213
740	0.6865743575
741	0.6865529884
742	0.6865281144
743	0.6864772706
744	0.6864152709
745	0.6863833763
746	0.6863383249
747	0.6863181269
748	0.6862642114
749	0.6862025717
750	0.686169955
751	0.6861450299
752	0.6861182426
753	0.686068021
754	0.6860261383
755	0.6859817103
756	0.6859516748
757	0.6859141646
758	0.6858736654
759	0.6858320731
760	0.6857959155
761	0.6857377307
762	0.6856630339
763	0.6856307283
764	0.6855759234
765	0.6855482031
766	0.685525874
767	0.6854978099
768	0.6854744174
769	0.6854420453
770	0.6854156976
771	0.685357035
772	0.6852905498
773	0.6852371951
774	0.6851999646
775	0.685126067
776	0.685092975
777	0.6850734274
778	0.6850386346
779	0.6850099795
780	0.6849850863
781	0.6849410715
782	0.6848987433
783	0.6848460195
784	0.684819939
785	0.6847832359
786	0.6847658399
787	0.6847403729
788	0.6847113582
789	0.6846424463
790	0.6846117401
791	0.6845895019
792	0.6845649302
793	0.6845025134
794	0.6844619454
795	0.6844165185
796	0.6843926306
797	0.6843652904
798	0.6843184021
799	0.6842673887
800	0.684223789
801	0.6841713903
802	0.6841343804
803	0.6840969151
804	0.6840528258
805	0.6840061531
806	0.683986134
807	0.6839528032
808	0.6839363332
809	0.6838749172
810	0.6838389953
811	0.683808063
812	0.6837792056
813	0.6837266301
814	0.6836637044
815	0.6836337846
816	0.6835827773
817	0.6835594624
818	0.6835154956
819	0.6834654864
820	0.6834049925
821	0.683382961
822	0.6833365806
823	0.6833019936
824	0.6832670865
825	0.6832329504
826	0.6832166641
827	0.6831919565
828	0.6831578275
829	0.6831185969
830	0.6830692539
831	0.6830140447
832	0.6829614284
833	0.6829195191
834	0.682877489
835	0.6828626994
836	0.6828182802
837	0.6827854979
838	0.6827318856
839	0.682701431
840	0.6826846282
841	0.6826199792
842	0.6826063728
843	0.6825655961
844	0.6825244758
845	0.6824647618
846	0.6824258769
847	0.6823698881
848	0.6823463589
849	0.682300177
850	0.6822734203
851	0.6822249851
852	0.6821785553
853	0.6821297604
854	0.6820720929
855	0.6820413163
856	0.6820246272
857	0.681979218
858	0.6819263374
859	0.681896827
860	0.6818465005
861	0.6818228974
862	0.681800062
863	0.6817728491
864	0.681693858
865	0.6816752721
866	0.6816432988
867	0.681591491
868	0.6815525687
869	0.6815245343
870	0.6814803704
871	0.6814586475
872	0.6814278642
873	0.6813971885
874	0.6813379909
875	0.6813099947
876	0.6812835792
877	0.6812513489
878	0.6812275757
879	0.6811994803
880	0.6811799711
881	0.6811287414
882	0.681113929
883	0.6810824242
884	0.6810546243
885	0.6810261328
886	0.6809792926
887	0.6809581208
888	0.6809300093
889	0.680885853
890	0.6808438058
891	0.6808174102
892	0.6807668668
893	0.6807394744
894	0.6807101633
895	0.6806407409
896	0.6805908193
897	0.6805412151
898	0.6804797172
899	0.6804383038
900	0.6803873138
901	0.6803605575
902	0.6803293175
903	0.6802402662
904	0.68019138
905	0.6801592755
906	0.6801136227
907	0.6800814709
908	0.6800432506
909	0.6800049164
910	0.6799544459
911	0.6799035123
912	0.6798652883
913	0.6798490126
914	0.6797931718
915	0.6797589112
916	0.6797320138
917	0.6796967569
918	0.6796575304
919	0.6796465576
920	0.679623375
921	0.6795477731
922	0.6795095889
923	0.6794771739
924	0.6794209852
925	0.6793913293
926	0.6793357792
927	0.6793096853
928	0.679262207
929	0.6792368284
930	0.6791924908
931	0.6791541494
932	0.6791327139
933	0.6791010118
934	0.6790375758
935	0.6790099001
936	0.6789761133
937	0.6789387218
938	0.6788912169
939	0.6788811996
940	0.6788540214
941	0.6788305776
942	0.6787524167
943	0.6786893048
944	0.6786423185
945	0.6785881891
946	0.6785353945
947	0.6784893894
948	0.6784734808
949	0.6784523055
950	0.6784133928
951	0.678377104
952	0.6783447511
953	0.6782874434
954	0.6782555527
955	0.6782312862
956	0.67822302
957	0.6782045635
958	0.6781785421
959	0.6781379595
960	0.6781158514
961	0.678073307
962	0.6780484011
963	0.6780119964
964	0.6779841796
965	0.6779638882
966	0.677911981
967	0.6778615168
968	0.6778370585
969	0.6778055717
970	0.6777799795
971	0.6777158851
972	0.6776907137
973	0.6776719107
974	0.6775933527
975	0.6775525068
976	0.6774987329
977	0.6774765258
978	0.6774443523
979	0.6774172972
980	0.6774064553
981	0.677354339
982	0.6773264731
983	0.6772919678
984	0.6772713305
985	0.67725937
986	0.6772398809
987	0.6772105348
988	0.6771806859
989	0.6771439511
990	0.6771121413
991	0.6770311765
992	0.67700856
993	0.6769852848
994	0.6769635994
995	0.6769428703
996	0.6769244463
997	0.6769119249
998	0.6768590305
999	0.6768253134
1000	0.6767756381
1001	0.6767290503
1002	0.6767101028
1003	0.6766814713
1004	0.6766595311
1005	0.6766367967
1006	0.6766110649
1007	0.6765876355
1008	0.6765668732
1009	0.6765121503
1010	0.6764462312
1011	0.6764176879
1012	0.6763823588
1013	0.6763684333
1014	0.6763446261
1015	0.6763262818
1016	0.6763012975
1017	0.67625735
1018	0.6762343654
1019	0.6761717465
1020	0.6761515843
1021	0.6761081765
1022	0.6760942917
1023	0.6760493971
1024	0.6760232369
1025	0.6759979598
1026	0.6759919428
1027	0.6759626094
1028	0.6759387369
1029	0.6758916346
1030	0.6758483814
1031	0.6758221784
1032	0.6758031624
1033	0.6757494964
1034	0.6757228339
1035	0.6756848669
1036	0.6756527696
1037	0.6756081322
1038	0.675588649
1039	0.6755453347
1040	0.6755135329
1041	0.6754974247
1042	0.6754896316
1043	0.6754208315
1044	0.6753925319
1045	0.6753519453
1046	0.6753270062
1047	0.6753000062
1048	0.6752707202
1049	0.6752518408
1050	0.6752259105
1051	0.6751854857
1052	0.6751659555
1053	0.6751178011
1054	0.6750776525
1055	0.6750353392
1056	0.6750337835
1057	0.6750161183
1058	0.6750086167
1059	0.67498857
1060	0.6749809899
1061	0.6749477325
1062	0.6749297718
1063	0.674899174
1064	0.6748885928
1065	0.6748619283
1066	0.6748349802
1067	0.6748119894
1068	0.6747825033
1069	0.6747360786
1070	0.6746789438
1071	0.6746409478
1072	0.6746269758
1073	0.6745961709
1074	0.6745708742
1075	0.6745227129
1076	0.6744774408
1077	0.6744367603
1078	0.6744123618
1079	0.674390205
1080	0.6743686375
1081	0.6743229069
1082	0.6742963425
1083	0.6742838708
1084	0.6742548554
1085	0.67421552
1086	0.6741840756
1087	0.6741399318
1088	0.6741226387
1089	0.674102606
1090	0.6740679105
1091	0.6740238212
1092	0.674011586
1093	0.6739817941
1094	0.6739629874
1095	0.6739191179
1096	0.6738729356
1097	0.6738671282
1098	0.6738319496
1099	0.6737822337
1100	0.6737678424
1101	0.6737519558
1102	0.6737308244
1103	0.6736977372
1104	0.6736456258
1105	0.6736257678
1106	0.6736037937
1107	0.673566363
1108	0.6735330043
1109	0.6734980408
1110	0.6734534616
1111	0.6734341446
1112	0.6733969715
1113	0.6733648399
1114	0.6733411547
1115	0.6732978618
1116	0.673259133
1117	0.6732286654
1118	0.6731994472
1119	0.67317174
1120	0.6731537161
1121	0.6731149806
1122	0.6730926397
1123	0.6730618445
1124	0.6730388919
1125	0.6729874159
1126	0.6729646789
1127	0.6729392045
1128	0.6729133082
1129	0.6728867472
1130	0.6728444636
1131	0.6728137931
1132	0.6727912039
1133	0.6727457745
1134	0.6727253185
1135	0.6726909921
1136	0.6726527061
1137	0.6726145813
1138	0.6725778773
1139	0.6725308207
1140	0.6725048625
1141	0.672477129
1142	0.6724685816
1143	0.6724534331
1144	0.6724188235
1145	0.6723939398
1146	0.6723558052
1147	0.6723020773
1148	0.6722668074
1149	0.6722404874
1150	0.672213749
1151	0.6722016852
1152	0.672175325
1153	0.6721305527
1154	0.672077563
1155	0.6720584408
1156	0.67201114
1157	0.6720065675
1158	0.6719703588
1159	0.6719291726
1160	0.6719061172
1161	0.6718901458
1162	0.6718581255
1163	0.6718351992
1164	0.6718082231
1165	0.671777961
1166	0.6717710375
1167	0.6717427033
1168	0.6717255299
1169	0.6717192041
1170	0.6716943083
1171	0.6716404781
1172	0.6716207596
1173	0.6715912731
1174	0.6715781547
1175	0.6715458635
1176	0.67150144
1177	0.6714759176
1178	0.6714644881
1179	0.671442098
1180	0.6714249492
1181	0.6713880714
1182	0.6713597589
1183	0.6713205933
1184	0.6712779985
1185	0.6712555341
1186	0.6712373257
1187	0.6712302781
1188	0.6711898467
1189	0.6711583118
1190	0.6711421261
1191	0.6711162297
1192	0.6710982403
1193	0.6710496386
1194	0.6710292327
1195	0.6709950967
1196	0.6709689534
1197	0.6709293868
1198	0.6709015063
1199	0.6708852791
1200	0.6708757464
1201	0.6708604486
1202	0.6708160246
1203	0.6707896893
1204	0.6707527539
1205	0.6707336453
1206	0.670724474
1207	0.670689654
1208	0.670651726
1209	0.6706153965
1210	0.6705684969
1211	0.6705295397
1212	0.6705123556
1213	0.6704914859
1214	0.6704866969
1215	0.6704631629
1216	0.6704307299
1217	0.6703978205
1218	0.6703694839
1219	0.6703322689
1220	0.6703217469
1221	0.6702884767
1222	0.6702386675
1223	0.6701862412
1224	0.6701357727
1225	0.6701172045
1226	0.6700794945
1227	0.6700586471
1228	0.670033975
1229	0.6700102247
1230	0.6700068858
1231	0.6699735172
1232	0.6699258027
1233	0.6699019672
1234	0.6698881985
1235	0.669867138
1236	0.669854993
1237	0.6698199241
1238	0.6697930987
1239	0.6697644785
1240	0.6697360287
1241	0.6697119806
1242	0.6696608018
1243	0.6696419064
1244	0.669625201
1245	0.6695945649
1246	0.6695470353
1247	0.6695288966
1248	0.669483935
1249	0.6694657137
1250	0.6694406793
1251	0.6694078214
1252	0.6693885353
1253	0.6693429748
1254	0.6693152264
1255	0.6692802135
1256	0.6692475918
1257	0.6692005982
1258	0.6691805729
1259	0.6691413382
1260	0.6691170741
1261	0.669099576
1262	0.6690689481
1263	0.6690420316
1264	0.6690121876
1265	0.668997914
1266	0.6689669371
1267	0.6689189625
1268	0.6688892789
1269	0.6688693697
1270	0.668852175
1271	0.6688272119
1272	0.6687983267
1273	0.6687923967
1274	0.6687696287
1275	0.6687466536
1276	0.6687226579
1277	0.6687107517
1278	0.668684771
1279	0.6686430431
1280	0.6686211362
1281	0.6685931587
1282	0.6685667757
1283	0.6685335319
1284	0.6685031483
1285	0.6684774791
1286	0.6684449033
1287	0.6684122915
1288	0.6683905467
1289	0.668375994
1290	0.6683722651
1291	0.6683295668
1292	0.6682511675
1293	0.66821265
1294	0.6681852807
1295	0.6681551587
1296	0.6681286528
1297	0.6681218417
1298	0.6681140988
1299	0.6680880722
1300	0.6680665567
1301	0.6680535418
1302	0.6680346477
1303	0.6680066543
1304	0.6679852498
1305	0.6679306572
1306	0.6679131503
1307	0.6678853509
1308	0.6678648665
1309	0.6678471592
1310	0.6678183283
1311	0.6677683315
1312	0.6677366604
1313	0.6677019301
1314	0.6676573016
1315	0.6676327429
1316	0.6675984426
1317	0.6675612593
1318	0.6675356952
1319	0.6674949743
1320	0.6674681482
1321	0.6674407895
1322	0.6674092552
1323	0.6673785799
1324	0.6673599125
1325	0.6673227536
1326	0.6672916855
1327	0.6672615465
1328	0.6672390928
1329	0.6671871941
1330	0.6671719443
1331	0.6671502019
1332	0.6671128115
1333	0.6670979322
1334	0.6670735717
1335	0.6670460617
1336	0.6670212427
1337	0.6669873391
1338	0.6669598778
1339	0.666943684
1340	0.6669284486
1341	0.6668873777
1342	0.6668388276
1343	0.6668291001
1344	0.6668008674
1345	0.6667496585
1346	0.6667430994
1347	0.6667227492
1348	0.6667020968
1349	0.666682509
1350	0.6666698491
1351	0.6666534057
1352	0.6666331814
1353	0.6665910938
1354	0.666572982
1355	0.6665565461
1356	0.6665357279
1357	0.6665123722
1358	0.6664702365
1359	0.6664321487
1360	0.666404183
1361	0.6663857682
1362	0.6663471864
1363	0.6663072672
1364	0.666273754
1365	0.6662497843
1366	0.6662316508
1367	0.6662253843
1368	0.6661724359
1369	0.6661491997
1370	0.6661139329
1371	0.6660888488
1372	0.6660457187
1373	0.6660179318
1374	0.6659853787
1375	0.6659584002
1376	0.6659497539
1377	0.6659254359
1378	0.6658870013
1379	0.6658598467
1380	0.6658336061
1381	0.6657907526
1382	0.6657404408
1383	0.6657147658
1384	0.6656958475
1385	0.665676339
1386	0.6656504134
1387	0.6656237063
1388	0.6656083219
1389	0.6655845693
1390	0.6655711915
1391	0.6655391245
1392	0.6655292676
1393	0.6655073353
1394	0.665492009
1395	0.6654849918
1396	0.6654348312
1397	0.6654115824
1398	0.6653838562
1399	0.6653606332
1400	0.6653244762
1401	0.6653117488
1402	0.665260946
1403	0.6652449168
1404	0.6651932685
1405	0.6651677573
1406	0.6651327281
1407	0.665113198
1408	0.6650815573
1409	0.6650761635
1410	0.6650326356
1411	0.6650050017
1412	0.6649823822
1413	0.664958613
1414	0.6649365247
1415	0.6649055282
1416	0.6648767282
1417	0.6648581181
1418	0.6648318306
1419	0.6648041103
1420	0.6647764792
1421	0.6647271652
1422	0.6647126231
1423	0.6647036838
1424	0.6646771828
1425	0.6646440098
1426	0.6646028959
1427	0.6645823088
1428	0.6645635935
1429	0.6645126508
1430	0.6644840249
1431	0.6644681183
1432	0.6644458381
1433	0.6644313624
1434	0.6644132949
1435	0.6643760504
1436	0.6643436989
1437	0.6643206942
1438	0.6642896153
1439	0.6642589159
1440	0.664234866
1441	0.6642195388
1442	0.6642007157
1443	0.6641747973
1444	0.6641499242
1445	0.6641182286
1446	0.6640544601
1447	0.6640253292
1448	0.6640113171
1449	0.6639801055
1450	0.6639666118
1451	0.6639350545
1452	0.6639072446
1453	0.6638698737
1454	0.6638423172
1455	0.6638186034
1456	0.6638014656
1457	0.6637727672
1458	0.6637522911
1459	0.6637348687
1460	0.6637097741
1461	0.6636846886
1462	0.6636437319
1463	0.6636011409
1464	0.6635836901
1465	0.6635495822
1466	0.6634904613
1467	0.6634579126
1468	0.6634413468
1469	0.6634084778
1470	0.6633909965
1471	0.6633678833
1472	0.6633496834
1473	0.6633176785
1474	0.6632967944
1475	0.6632794205
1476	0.6632592721
1477	0.6632075511
1478	0.663185493
1479	0.6631656444
1480	0.6631242424
1481	0.6630924942
1482	0.6630776004
1483	0.6630435946
1484	0.6630216347
1485	0.6629900228
1486	0.6629733628
1487	0.6629422173
1488	0.6629139191
1489	0.6629005111
1490	0.6628759819
1491	0.6628484162
1492	0.6628359249
1493	0.6628265296
1494	0.6628082439
1495	0.6627850414
1496	0.6627423537
1497	0.6627273911
1498	0.6626916646
1499	0.6626628473
